АВС/ DEF;От;До;Емкость;Оператор;Регион
301;2100000;2109999;10000;ОАО "АСВТ";г. Улан - Удэ|Республика Бурятия
301;2110000;2129999;20000;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2150000;2169999;20000;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2180000;2189999;10000;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2191000;2199999;9000;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2200000;2201999;2000;АО "Компания ТрансТелеКом";г. Улан-Удэ|Республика Бурятия
301;2202000;2202099;100;ООО "Мобилон Телекоммуникации";г. Улан-Удэ|Республика Бурятия
301;2202200;2202299;100;ООО "Мобилон Телекоммуникации";г. Улан-Удэ|Республика Бурятия
301;2204000;2204499;500;АО "ЭР-Телеком Холдинг";г. Улан-Удэ|Республика Бурятия
301;2204500;2205499;1000;ООО "Фрегат";г. Улан - Удэ|Республика Бурятия
301;2205500;2206499;1000;ПАО "Вымпел-Коммуникации";г. Улан-Удэ|Республика Бурятия
301;2206500;2209499;3000;ОАО "МТТ";г. Улан-Удэ|Республика Бурятия
301;2209500;2209513;14;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2209700;2209999;300;ООО "Интернод";г. Улан - Удэ|Республика Бурятия
301;2210000;2233999;24000;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2235000;2235999;1000;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2237000;2239399;2400;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2239900;2239999;100;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2240000;2249999;10000;ООО "Т2 Мобайл";г. Улан-Удэ|Республика Бурятия
301;2250000;2281999;32000;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2282000;2284999;3000;ОАО "РЖД";г. Улан - Удэ|Республика Бурятия
301;2285000;2285899;900;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2286000;2287999;2000;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2288100;2288199;100;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2288200;2288399;200;ПАО "Вымпел-Коммуникации";г. Улан-Удэ|Республика Бурятия
301;2288500;2288799;300;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2288800;2288879;80;ЗАО "Гамма Телеком";г. Улан - Удэ|Республика Бурятия
301;2288880;2288889;10;ООО "ТАКСТЕЛЕКОМ";г. Улан-Удэ|Республика Бурятия
301;2288890;2288899;10;ЗАО "Гамма Телеком";г. Улан - Удэ|Республика Бурятия
301;2289000;2289099;100;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2289400;2289599;200;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2290000;2292999;3000;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2293000;2294999;2000;ОАО "МУС Энергетики";г. Улан - Удэ|Республика Бурятия
301;2295000;2299199;4200;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2299300;2299399;100;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2299500;2299599;100;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2299900;2299999;100;ЗАО "Гамма Телеком";г. Улан - Удэ|Республика Бурятия
301;2300000;2329999;30000;ПАО "Мобильные ТелеСистемы";г. Улан-Удэ|Республика Бурятия
301;2330000;2349599;19600;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2350000;2369999;20000;ПАО "Мобильные ТелеСистемы";г. Улан-Удэ|Республика Бурятия
301;2370000;2379999;10000;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2380000;2389999;10000;ПАО "Мобильные ТелеСистемы";г. Улан-Удэ|Республика Бурятия
301;2390000;2398299;8300;ПАО "Вымпел-Коммуникации";г. Улан-Удэ|Республика Бурятия
301;2399990;2399999;10;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2400000;2409999;10000;ООО "Т2 Мобайл";г. Улан-Удэ|Республика Бурятия
301;2410000;2438199;28200;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2439000;2469999;31000;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2480000;2480099;100;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2480100;2480799;700;ПАО "Вымпел-Коммуникации";г. Улан-Удэ|Республика Бурятия
301;2480800;2480999;200;АО "ЭР-Телеком Холдинг";г. Улан-Удэ|Республика Бурятия
301;2481000;2485999;5000;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2486000;2487999;2000;ПАО "Вымпел-Коммуникации";г. Улан-Удэ|Республика Бурятия
301;2488800;2488899;100;ЗАО "Гамма Телеком";г. Улан - Удэ|Республика Бурятия
301;2489000;2489999;1000;ПАО "Вымпел-Коммуникации";г. Улан-Удэ|Республика Бурятия
301;2491000;2494999;4000;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2497000;2499999;3000;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2500000;2519999;20000;ПАО "Вымпел-Коммуникации";г. Улан-Удэ|Республика Бурятия
301;2550000;2559999;10000;ПАО "Ростелеком";г. Улан-Удэ|Республика Бурятия
301;2560000;2589999;30000;ПАО "МегаФон";г. Улан-Удэ|Республика Бурятия
301;2590000;2596999;7000;ПАО "Вымпел-Коммуникации";г. Улан-Удэ|Республика Бурятия
301;2599500;2599999;500;ООО "МСН Телеком";г. Улан-Удэ|Республика Бурятия
301;2600000;2799999;200000;ООО "Т2 Мобайл";г. Улан-Удэ|Республика Бурятия
301;3020000;3027999;8000;ПАО "Ростелеком";г. Северобайкальск|Республика Бурятия
301;3029000;3029000;1;ПАО "Ростелеком";г. Северобайкальск|Республика Бурятия
301;3032000;3033999;2000;ОАО "РЖД";г. Северобайкальск|Республика Бурятия
301;3036000;3037566;1567;ООО "Байкал Диалог";г. Северобайкальск|Республика Бурятия
301;3042300;3042399;100;ПАО "Ростелеком";г. Северобайкальск|Республика Бурятия
301;3042500;3042599;100;ПАО "Ростелеком";г. Северобайкальск|Республика Бурятия
301;3043000;3043259;260;ПАО "Ростелеком";г. Северобайкальск|Республика Бурятия
301;3043260;3043299;40;ПАО "Ростелеком";р-н Северо-Байкальский|Республика Бурятия
301;3043300;3043799;500;ПАО "Ростелеком";г. Северобайкальск|Республика Бурятия
301;3043800;3043812;13;ПАО "Ростелеком";р-н Северо-Байкальский|Республика Бурятия
301;3044000;3044899;900;ПАО "Ростелеком";г. Северобайкальск|Республика Бурятия
301;3044900;3044949;50;ПАО "Ростелеком";р-н Северо-Байкальский|Республика Бурятия
301;3046000;3046699;700;ПАО "Ростелеком";р-н Северо-Байкальский|Республика Бурятия
301;3046700;3046999;300;ООО "Байкал Диалог";пгт. Нижнеангарск|р-н Северо-Байкальский|Республика Бурятия
301;3047000;3048999;2000;ПАО "Ростелеком";р-н Северо-Байкальский|Республика Бурятия
301;3049000;3049999;1000;ООО "Байкал Диалог";пгт. Новый Уоян|р-н Северо-Байкальский|Республика Бурятия
301;3051000;3052999;2000;ПАО "Ростелеком";г. Северобайкальск|Республика Бурятия
301;3056300;3056399;100;ПАО "Ростелеком";г. Северобайкальск|Республика Бурятия
301;3141000;3142099;1100;ПАО "Ростелеком";р-н Баргузинский|Республика Бурятия
301;3142200;3142699;500;ПАО "Ростелеком";р-н Баргузинский|Республика Бурятия
301;3142800;3143799;1000;ПАО "Ростелеком";р-н Баргузинский|Республика Бурятия
301;3190000;3190029;30;ПАО "Ростелеком";р-н Баргузинский|Республика Бурятия
301;3191000;3192699;1700;ПАО "Ростелеком";р-н Баргузинский|Республика Бурятия
301;3192800;3192999;200;ПАО "Ростелеком";р-н Баргузинский|Республика Бурятия
301;3193300;3193399;100;ПАО "Ростелеком";р-н Баргузинский|Республика Бурятия
301;3194100;3194299;200;ПАО "Ростелеком";р-н Баргузинский|Республика Бурятия
301;3195100;3195899;800;ПАО "Ростелеком";р-н Баргузинский|Республика Бурятия
301;3196100;3196299;200;ПАО "Ростелеком";р-н Баргузинский|Республика Бурятия
301;3197200;3197299;100;ПАО "Ростелеком";р-н Баргузинский|Республика Бурятия
301;3198300;3198599;300;ПАО "Ростелеком";р-н Баргузинский|Республика Бурятия
301;3199100;3199199;100;ПАО "Ростелеком";р-н Баргузинский|Республика Бурятия
301;3242000;3242999;1000;ОАО "РЖД";р-н Муйский|Республика Бурятия
301;3243000;3243007;8;ПАО "Ростелеком";р-н Муйский|Республика Бурятия
301;3245000;3245999;1000;ОАО "РЖД";р-н Муйский|Республика Бурятия
301;3254000;3254999;1000;ПАО "Ростелеком";р-н Муйский|Республика Бурятия
301;3255100;3255619;520;ПАО "Ростелеком";р-н Муйский|Республика Бурятия
301;3256000;3256049;50;ПАО "Ростелеком";р-н Муйский|Республика Бурятия
301;3256100;3256349;250;ПАО "Ростелеком";р-н Муйский|Республика Бурятия
301;3257000;3257023;24;ПАО "Ростелеком";р-н Муйский|Республика Бурятия
301;3264300;3264399;100;ПАО "Ростелеком";р-н Муйский|Республика Бурятия
301;3341000;3343385;2386;ПАО "Ростелеком";р-н Бичурский|Республика Бурятия
301;3353100;3353299;200;ПАО "Ростелеком";р-н Бичурский|Республика Бурятия
301;3354100;3354399;300;ПАО "Ростелеком";р-н Бичурский|Республика Бурятия
301;3355100;3355299;200;ПАО "Ростелеком";р-н Бичурский|Республика Бурятия
301;3356200;3356349;150;ПАО "Ростелеком";р-н Бичурский|Республика Бурятия
301;3357100;3357249;150;ПАО "Ростелеком";р-н Бичурский|Республика Бурятия
301;3357300;3357399;100;ПАО "Ростелеком";р-н Бичурский|Республика Бурятия
301;3358100;3358399;300;ПАО "Ростелеком";р-н Бичурский|Республика Бурятия
301;3358600;3358999;400;ПАО "Ростелеком";р-н Бичурский|Республика Бурятия
301;3359300;3359749;450;ПАО "Ростелеком";р-н Бичурский|Республика Бурятия
301;3359800;3359849;50;ПАО "Ростелеком";р-н Бичурский|Республика Бурятия
301;3359900;3359999;100;ПАО "Ростелеком";р-н Бичурский|Республика Бурятия
301;3441000;3443036;2037;ПАО "Ростелеком";р-н Джидинский|Республика Бурятия
301;3443037;3443136;100;ОАО "МТТ";р-н Джидинский|Республика Бурятия
301;3444000;3444999;1000;ОАО "МТТ";р-н Джидинский|Республика Бурятия
301;3493100;3493199;100;ПАО "Ростелеком";р-н Джидинский|Республика Бурятия
301;3493300;3493399;100;ПАО "Ростелеком";р-н Джидинский|Республика Бурятия
301;3494100;3494449;350;ПАО "Ростелеком";р-н Джидинский|Республика Бурятия
301;3495100;3495249;150;ПАО "Ростелеком";р-н Джидинский|Республика Бурятия
301;3495400;3495599;200;ПАО "Ростелеком";р-н Джидинский|Республика Бурятия
301;3495610;3495659;50;ПАО "Ростелеком";р-н Джидинский|Республика Бурятия
301;3495700;3495799;100;ПАО "Ростелеком";р-н Джидинский|Республика Бурятия
301;3496100;3496399;300;ПАО "Ростелеком";р-н Джидинский|Республика Бурятия
301;3497400;3497699;300;ПАО "Ростелеком";р-н Джидинский|Республика Бурятия
301;3498200;3498449;250;ПАО "Ростелеком";р-н Джидинский|Республика Бурятия
301;3498500;3498599;100;ПАО "Ростелеком";р-н Джидинский|Республика Бурятия
301;3499100;3499199;100;ПАО "Ростелеком";р-н Джидинский|Республика Бурятия
301;3499310;3499359;50;ПАО "Ростелеком";р-н Джидинский|Республика Бурятия
301;3499510;3499559;50;ПАО "Ростелеком";р-н Джидинский|Республика Бурятия
301;3521000;3522321;1322;ПАО "Ростелеком";р-н Еравнинский|Республика Бурятия
301;3523300;3523499;200;ПАО "Ростелеком";р-н Еравнинский|Республика Бурятия
301;3524310;3524359;50;ПАО "Ростелеком";р-н Еравнинский|Республика Бурятия
301;3528100;3528199;100;ПАО "Ростелеком";р-н Еравнинский|Республика Бурятия
301;3529160;3529160;1;ПАО "Ростелеком";р-н Баунтовский эвенкийский|Республика Бурятия
301;3529161;3529259;99;ОАО "КБ "Искра";р-н Баунтовский|Республика Бурятия
301;3529260;3529283;24;ПАО "Ростелеком";р-н Баунтовский эвенкийский|Республика Бурятия
301;3529310;3529399;90;ПАО "Ростелеком";р-н Еравнинский|Республика Бурятия
301;3529510;3529659;150;ПАО "Ростелеком";р-н Еравнинский|Республика Бурятия
301;3531110;3531159;50;ПАО "Ростелеком";р-н Еравнинский|Республика Бурятия
301;3532100;3532299;200;ПАО "Ростелеком";р-н Еравнинский|Республика Бурятия
301;3533110;3533159;50;ПАО "Ростелеком";р-н Еравнинский|Республика Бурятия
301;3534310;3534359;50;ПАО "Ростелеком";р-н Еравнинский|Республика Бурятия
301;3535100;3535249;150;ПАО "Ростелеком";р-н Еравнинский|Республика Бурятия
301;3536100;3536259;160;ПАО "Ростелеком";р-н Еравнинский|Республика Бурятия
301;3537100;3537199;100;ПАО "Ростелеком";р-н Еравнинский|Республика Бурятия
301;3641000;3643086;2087;ПАО "Ростелеком";р-н Заиграевский|Республика Бурятия
301;3643087;3645086;2000;ОАО "МТТ";р-н Заиграевский|Республика Бурятия
301;3645100;3645899;800;ПАО "Ростелеком";р-н Заиграевский|Республика Бурятия
301;3650100;3650199;100;ПАО "Ростелеком";р-н Заиграевский|Республика Бурятия
301;3650700;3650949;250;ПАО "Ростелеком";р-н Заиграевский|Республика Бурятия
301;3653200;3654049;850;ПАО "Ростелеком";р-н Заиграевский|Республика Бурятия
301;3655100;3655299;200;ПАО "Ростелеком";р-н Заиграевский|Республика Бурятия
301;3656000;3656899;900;ПАО "Ростелеком";р-н Заиграевский|Республика Бурятия
301;3657100;3657449;350;ПАО "Ростелеком";р-н Заиграевский|Республика Бурятия
301;3658010;3658059;50;ПАО "Ростелеком";р-н Заиграевский|Республика Бурятия
301;3658100;3658549;450;ПАО "Ростелеком";р-н Заиграевский|Республика Бурятия
301;3658600;3658699;100;ПАО "Ростелеком";р-н Заиграевский|Республика Бурятия
301;3658810;3658859;50;ПАО "Ростелеком";р-н Заиграевский|Республика Бурятия
301;3659200;3659299;100;ПАО "Ростелеком";р-н Заиграевский|Республика Бурятия
301;3743000;3746137;3138;ПАО "Ростелеком";р-н Закаменский|Республика Бурятия
301;3790100;3790399;300;ПАО "Ростелеком";р-н Закаменский|Республика Бурятия
301;3791100;3791259;160;ПАО "Ростелеком";р-н Закаменский|Республика Бурятия
301;3791300;3791499;200;ПАО "Ростелеком";р-н Закаменский|Республика Бурятия
301;3791610;3791659;50;ПАО "Ростелеком";р-н Закаменский|Республика Бурятия
301;3792100;3792599;500;ПАО "Ростелеком";р-н Закаменский|Республика Бурятия
301;3792610;3792659;50;ПАО "Ростелеком";р-н Закаменский|Республика Бурятия
301;3793100;3793299;200;ПАО "Ростелеком";р-н Закаменский|Республика Бурятия
301;3793400;3793649;250;ПАО "Ростелеком";р-н Закаменский|Республика Бурятия
301;3793700;3793799;100;ПАО "Ростелеком";р-н Закаменский|Республика Бурятия
301;3794110;3794159;50;ПАО "Ростелеком";р-н Закаменский|Республика Бурятия
301;3795100;3795299;200;ПАО "Ростелеком";р-н Закаменский|Республика Бурятия
301;3796100;3796299;200;ПАО "Ростелеком";р-н Закаменский|Республика Бурятия
301;3797100;3797199;100;ПАО "Ростелеком";р-н Закаменский|Республика Бурятия
301;3798100;3798299;200;ПАО "Ростелеком";р-н Закаменский|Республика Бурятия
301;3799100;3799199;100;ПАО "Ростелеком";р-н Закаменский|Республика Бурятия
301;3833500;3833550;51;ПАО "Ростелеком";р-н Кабанский|Республика Бурятия
301;3840000;3842049;2050;ПАО "Ростелеком";р-н Кабанский|Республика Бурятия
301;3843000;3843549;550;ПАО "Ростелеком";р-н Кабанский|Республика Бурятия
301;3870000;3871023;1024;ПАО "Ростелеком";р-н Кабанский|Республика Бурятия
301;3873000;3876900;3901;ПАО "Ростелеком";р-н Кабанский|Республика Бурятия
301;3877000;3879799;2800;ПАО "Ростелеком";р-н Кабанский|Республика Бурятия
301;3891000;3891999;1000;ПАО "Ростелеком";р-н Кабанский|Республика Бурятия
301;3892100;3892396;297;ПАО "Ростелеком";р-н Кабанский|Республика Бурятия
301;3892400;3892859;460;ПАО "Ростелеком";р-н Кабанский|Республика Бурятия
301;3892900;3894859;1960;ПАО "Ростелеком";р-н Кабанский|Республика Бурятия
301;3894900;3894959;60;ПАО "Ростелеком";р-н Кабанский|Республика Бурятия
301;3895000;3895699;700;ПАО "Ростелеком";р-н Кабанский|Республика Бурятия
301;4021000;4021421;422;ПАО "Ростелеком";р-н Иволгинский|Республика Бурятия
301;4021600;4021999;400;ПАО "Ростелеком";р-н Иволгинский|Республика Бурятия
301;4022100;4022599;500;ПАО "Ростелеком";р-н Иволгинский|Республика Бурятия
301;4023300;4023799;500;ПАО "Ростелеком";р-н Иволгинский|Республика Бурятия
301;4024100;4024699;600;ПАО "Ростелеком";р-н Иволгинский|Республика Бурятия
301;4025100;4025399;300;ПАО "Ростелеком";р-н Иволгинский|Республика Бурятия
301;4026100;4026199;100;ПАО "Ростелеком";р-н Иволгинский|Республика Бурятия
301;4026300;4026499;200;ПАО "Ростелеком";р-н Иволгинский|Республика Бурятия
301;4026610;4026659;50;ПАО "Ростелеком";р-н Иволгинский|Республика Бурятия
301;4027100;4027199;100;ПАО "Ростелеком";р-н Иволгинский|Республика Бурятия
301;4028100;4028150;51;ПАО "Ростелеком";р-н Иволгинский|Республика Бурятия
301;4028151;4028249;99;ОАО "КБ "Искра";р-н Иволгинский|Республика Бурятия
301;4041000;4041299;300;ПАО "Ростелеком";р-н Иволгинский|Республика Бурятия
301;4130000;4130171;172;ПАО "Ростелеком";р-н Кижингинский|Республика Бурятия
301;4131300;4131399;100;ПАО "Ростелеком";р-н Кижингинский|Республика Бурятия
301;4132000;4132999;1000;ПАО "Ростелеком";р-н Кижингинский|Республика Бурятия
301;4133100;4133299;200;ПАО "Ростелеком";р-н Кижингинский|Республика Бурятия
301;4134300;4134499;200;ПАО "Ростелеком";р-н Кижингинский|Республика Бурятия
301;4135300;4135499;200;ПАО "Ростелеком";р-н Кижингинский|Республика Бурятия
301;4136500;4136599;100;ПАО "Ростелеком";р-н Кижингинский|Республика Бурятия
301;4136900;4136999;100;ПАО "Ростелеком";р-н Кижингинский|Республика Бурятия
301;4137300;4137399;100;ПАО "Ростелеком";р-н Кижингинский|Республика Бурятия
301;4138100;4138599;500;ПАО "Ростелеком";р-н Кижингинский|Республика Бурятия
301;4139300;4139359;60;ПАО "Ростелеком";р-н Кижингинский|Республика Бурятия
301;4139410;4139699;290;ПАО "Ростелеком";р-н Кижингинский|Республика Бурятия
301;4139810;4139859;50;ПАО "Ростелеком";р-н Кижингинский|Республика Бурятия
301;4231310;4231359;50;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4231400;4231541;142;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4232100;4232249;150;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4233000;4233049;50;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4233100;4233199;100;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4234050;4234199;150;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4235500;4235649;150;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4236100;4236199;100;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4237100;4237299;200;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4238110;4238199;90;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4241000;4241349;350;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4245510;4245559;50;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4245600;4246049;450;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4290600;4290899;300;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4291000;4293999;3000;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4294600;4294999;400;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4295200;4295549;350;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4296200;4296399;200;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4297050;4297599;550;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4298100;4298299;200;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4298300;4298349;50;ПАО "Ростелеком";р-н Тарбагатайский|Республика Бурятия
301;4299400;4299599;200;ПАО "Ростелеком";р-н Кяхтинский|Республика Бурятия
301;4321000;4324578;3579;ПАО "Ростелеком";р-н Мухоршибирский|Республика Бурятия
301;4325100;4325149;50;ПАО "Ростелеком";р-н Мухоршибирский|Республика Бурятия
301;4325300;4325399;100;ПАО "Ростелеком";р-н Мухоршибирский|Республика Бурятия
301;4325500;4325799;300;ПАО "Ростелеком";р-н Мухоршибирский|Республика Бурятия
301;4326300;4326849;550;ПАО "Ростелеком";р-н Мухоршибирский|Республика Бурятия
301;4327100;4327149;50;ПАО "Ростелеком";р-н Мухоршибирский|Республика Бурятия
301;4327300;4327699;400;ПАО "Ростелеком";р-н Мухоршибирский|Республика Бурятия
301;4327900;4327949;50;ПАО "Ростелеком";р-н Мухоршибирский|Республика Бурятия
301;4328100;4328199;100;ПАО "Ростелеком";р-н Мухоршибирский|Республика Бурятия
301;4328300;4328449;150;ПАО "Ростелеком";р-н Мухоршибирский|Республика Бурятия
301;4328500;4328599;100;ПАО "Ростелеком";р-н Мухоршибирский|Республика Бурятия
301;4328700;4328799;100;ПАО "Ростелеком";р-н Мухоршибирский|Республика Бурятия
301;4329300;4329749;450;ПАО "Ростелеком";р-н Мухоршибирский|Республика Бурятия
301;4441000;4442281;1282;ПАО "Ростелеком";р-н Прибайкальский|Республика Бурятия
301;4451000;4452299;1300;ПАО "Ростелеком";р-н Прибайкальский|Республика Бурятия
301;4453000;4454049;1050;ПАО "Ростелеком";р-н Прибайкальский|Республика Бурятия
301;4454400;4455599;1200;ПАО "Ростелеком";р-н Прибайкальский|Республика Бурятия
301;4456100;4456399;300;ПАО "Ростелеком";р-н Прибайкальский|Республика Бурятия
301;4456600;4456849;250;ПАО "Ростелеком";р-н Прибайкальский|Республика Бурятия
301;4457300;4457349;50;ПАО "Ростелеком";р-н Прибайкальский|Республика Бурятия
301;4457360;4457499;140;ПАО "Ростелеком";р-н Прибайкальский|Республика Бурятия
301;4457600;4457849;250;ПАО "Ростелеком";р-н Прибайкальский|Республика Бурятия
301;4458000;4458249;250;ПАО "Ростелеком";р-н Прибайкальский|Республика Бурятия
301;4458300;4458449;150;ПАО "Ростелеком";р-н Прибайкальский|Республика Бурятия
301;4458500;4458999;500;ПАО "Ростелеком";р-н Прибайкальский|Республика Бурятия
301;4459100;4459449;350;ПАО "Ростелеком";р-н Прибайкальский|Республика Бурятия
301;4459500;4459949;450;ПАО "Ростелеком";р-н Прибайкальский|Республика Бурятия
301;4541000;4545999;5000;ПАО "Ростелеком";г. Гусиноозерск|р-н Селенгинский|Республика Бурятия
301;4594000;4594033;34;ПАО "Ростелеком";р-н Селенгинский|Республика Бурятия
301;4594100;4594299;200;ПАО "Ростелеком";р-н Селенгинский|Республика Бурятия
301;4594310;4594359;50;ПАО "Ростелеком";р-н Селенгинский|Республика Бурятия
301;4594400;4594449;50;ПАО "Ростелеком";г. Гусиноозерск|р-н Селенгинский|Республика Бурятия
301;4594600;4594759;160;ПАО "Ростелеком";р-н Селенгинский|Республика Бурятия
301;4594800;4594899;100;ПАО "Ростелеком";р-н Селенгинский|Республика Бурятия
301;4595100;4595699;600;ПАО "Ростелеком";г. Гусиноозерск|р-н Селенгинский|Республика Бурятия
301;4596511;4596830;320;ПАО "Ростелеком";р-н Селенгинский|Республика Бурятия
301;4597300;4597899;600;ПАО "Ростелеком";р-н Селенгинский|Республика Бурятия
301;4598100;4598399;300;ПАО "Ростелеком";р-н Селенгинский|Республика Бурятия
301;4598400;4598499;100;ПАО "Ростелеком";г. Гусиноозерск|р-н Селенгинский|Республика Бурятия
301;4598500;4598659;160;ПАО "Ростелеком";р-н Селенгинский|Республика Бурятия
301;4598710;4598759;50;ПАО "Ростелеком";р-н Селенгинский|Республика Бурятия
301;4598900;4598999;100;ПАО "Ростелеком";р-н Селенгинский|Республика Бурятия
301;4599050;4599199;150;ПАО "Ростелеком";р-н Селенгинский|Республика Бурятия
301;4599200;4599249;50;ПАО "Ростелеком";г. Гусиноозерск|р-н Селенгинский|Республика Бурятия
301;4599300;4599599;300;ПАО "Ростелеком";р-н Селенгинский|Республика Бурятия
301;4599800;4599899;100;ПАО "Ростелеком";р-н Селенгинский|Республика Бурятия
301;4651610;4651659;50;ПАО "Ростелеком";р-н Тарбагатайский|Республика Бурятия
301;4653400;4653570;171;ПАО "Ростелеком";р-н Тарбагатайский|Республика Бурятия
301;4654100;4654249;150;ПАО "Ростелеком";р-н Тарбагатайский|Республика Бурятия
301;4655100;4656599;1500;ПАО "Ростелеком";р-н Тарбагатайский|Республика Бурятия
301;4657100;4657449;350;ПАО "Ростелеком";р-н Тарбагатайский|Республика Бурятия
301;4658110;4658159;50;ПАО "Ростелеком";р-н Тарбагатайский|Республика Бурятия
301;4658210;4658259;50;ПАО "Ростелеком";р-н Тарбагатайский|Республика Бурятия
301;4658300;4658559;260;ПАО "Ростелеком";р-н Тарбагатайский|Республика Бурятия
301;4741000;4742730;1731;ПАО "Ростелеком";р-н Тункинский|Республика Бурятия
301;4743000;4743099;100;ПАО "Ростелеком";р-н Тункинский|Республика Бурятия
301;4792200;4792599;400;ПАО "Ростелеком";р-н Тункинский|Республика Бурятия
301;4793000;4793349;350;ПАО "Ростелеком";р-н Тункинский|Республика Бурятия
301;4793400;4793499;100;ПАО "Ростелеком";р-н Тункинский|Республика Бурятия
301;4793600;4793699;100;ПАО "Ростелеком";р-н Тункинский|Республика Бурятия
301;4793800;4793849;50;ПАО "Ростелеком";р-н Тункинский|Республика Бурятия
301;4794100;4794299;200;ПАО "Ростелеком";р-н Тункинский|Республика Бурятия
301;4795500;4795599;100;ПАО "Ростелеком";р-н Тункинский|Республика Бурятия
301;4796100;4796149;50;ПАО "Ростелеком";р-н Тункинский|Республика Бурятия
301;4796300;4796349;50;ПАО "Ростелеком";р-н Тункинский|Республика Бурятия
301;4796500;4796549;50;ПАО "Ростелеком";р-н Тункинский|Республика Бурятия
301;4796600;4796799;200;ПАО "Ростелеком";р-н Тункинский|Республика Бурятия
301;4797100;4797111;12;ПАО "Ростелеком";р-н Тункинский|Республика Бурятия
301;4797300;4797899;600;ПАО "Ростелеком";р-н Тункинский|Республика Бурятия
301;4798100;4798199;100;ПАО "Ростелеком";р-н Тункинский|Республика Бурятия
301;4799300;4799449;150;ПАО "Ростелеком";р-н Тункинский|Республика Бурятия
301;4820100;4820259;160;ПАО "Ростелеком";р-н Хоринский|Республика Бурятия
301;4820610;4820705;96;ПАО "Ростелеком";р-н Хоринский|Республика Бурятия
301;4821000;4821326;327;ПАО "Ростелеком";р-н Хоринский|Республика Бурятия
301;4822000;4823999;2000;ПАО "Ростелеком";р-н Хоринский|Республика Бурятия
301;4824110;4824159;50;ПАО "Ростелеком";р-н Хоринский|Республика Бурятия
301;4824310;4824359;50;ПАО "Ростелеком";р-н Хоринский|Республика Бурятия
301;4824510;4824559;50;ПАО "Ростелеком";р-н Хоринский|Республика Бурятия
301;4824610;4824659;50;ПАО "Ростелеком";р-н Хоринский|Республика Бурятия
301;4824700;4824799;100;ПАО "Ростелеком";р-н Хоринский|Республика Бурятия
